year,round,pick,overall,team,player_name,keeper
2023,9,7,0,MOArch Redbirds,Willy Adames,False
2023,9,8,0,The G.O.A.T,Vinnie Pasquantino,False
2023,9,9,0,Goldschmidt Happens,Oneil Cruz,False
2023,9,10,0,Daisy + Shay Bel-Airs,Xander Bogaerts,False
2023,10,1,0,Daisy + Shay Bel-Airs,Carlos Rodon,False
2023,10,2,0,Goldschmidt Happens,Logan Gilbert,False
2023,10,3,0,The G.O.A.T,Josh Hader,False
2023,10,4,0,MOArch Redbirds,Jordan Romano,False
2023,10,5,0,Soto Baggins,Nick Lodolo,False
2023,10,6,0,Cream City Cowtippers,Clayton Kershaw,False
2023,10,7,0,Delray Beach Air Biscuits,Andres Gimenez,False
2023,10,8,0,Smokin' Bases,Andres Munoz,False
2023,10,9,0,Buck Showalter,Teoscar Hernandez,False
2023,10,10,0,Lisa dANN,Byron Buxton,False
2023,11,1,0,Lisa dANN,Felix Bautista,False
2023,11,2,0,Buck Showalter,Nick Castellanos,False
2023,11,3,0,Smokin' Bases,Blake Snell,False
2023,11,4,0,Delray Beach Air Biscuits,Ryan Helsley,False
2023,11,5,0,Cream City Cowtippers,Lance Lynn,False
2023,11,6,0,Soto Baggins,Joe Ryan,False
2023,11,7,0,MOArch Redbirds,Ian Happ,False
2023,11,8,0,The G.O.A.T,Lucas Giolito,False
2023,11,9,0,Goldschmidt Happens,Freddy Peralta,False
2023,11,10,0,Daisy + Shay Bel-Airs,Luis Garcia,False
2023,12,1,0,Daisy + Shay Bel-Airs,Alejandro Kirk,False
2023,12,2,0,Goldschmidt Happens,Jhoan Duran,False
2023,12,3,0,The G.O.A.T,Tyler Glasnow,False
2023,12,4,0,MOArch Redbirds,Jeff McNeil,False
2023,12,5,0,Soto Baggins,Pablo Lopez,False
2023,12,6,0,Cream City Cowtippers,Brandon Lowe,False
2023,12,7,0,Delray Beach Air Biscuits,Adolis Garcia,False
2023,12,8,0,Smokin' Bases,Hunter Greene,False
2023,12,9,0,Buck Showalter,Chris Bassitt,False
2023,12,10,0,Lisa dANN,Tyler Stephenson,False
2023,13,1,0,Lisa dANN,Camilo Doval,False
2023,13,2,0,Buck Showalter,A.J. Minter,False
2023,13,3,0,Smokin' Bases,Masataka Yoshida,False
2023,13,4,0,Delray Beach Air Biscuits,Clay Holmes,False
2023,13,5,0,Cream City Cowtippers,Anthony Rendon,False
2023,13,6,0,Soto Baggins,Chris Sale,False
2023,13,7,0,MOArch Redbirds,Jeffrey Springs,False
2023,13,8,0,The G.O.A.T,Kris Bryant,False
2023,13,9,0,Goldschmidt Happens,Max Muncy,False
2023,13,10,0,Daisy + Shay Bel-Airs,Jesus Luzardo,False
2023,14,1,0,Daisy + Shay Bel-Airs,Charlie Morton,False
2023,14,2,0,Goldschmidt Happens,Tyler O'Neill,False
2023,14,3,0,The G.O.A.T,Wander Franco,False
2023,14,4,0,MOArch Redbirds,DJ LeMahieu,False
2023,14,5,0,Soto Baggins,Tony Gonsolin,False
2023,14,6,0,Cream City Cowtippers,Kyle Wright,False
2023,14,7,0,Delray Beach Air Biscuits,Anthony Rizzo,False
2023,14,8,0,Smokin' Bases,Kodai Senga,False
2023,14,9,0,Buck Showalter,David Robertson,False
2023,14,10,0,Lisa dANN,Giancarlo Stanton,False
2023,15,1,0,Lisa dANN,Jack Flaherty,False
2023,15,2,0,Buck Showalter,Jose Berrios,False
2023,15,3,0,Smokin' Bases,Luis Arraez,False
2023,15,4,0,Delray Beach Air Biscuits,Brandon Drury,False
2023,15,5,0,Cream City Cowtippers,Dustin May,False
2023,15,6,0,Soto Baggins,Drew Rasmussen,False
2023,15,7,0,MOArch Redbirds,Austin Hays,False
2023,15,8,0,The G.O.A.T,Willson Contreras,False
2023,15,9,0,Goldschmidt Happens,Sean Murphy,False
2023,15,10,0,Daisy + Shay Bel-Airs,Jordan Walker,False
2023,16,1,0,Daisy + Shay Bel-Airs,Kenley Jansen,False
2023,16,2,0,Goldschmidt Happens,Scott Barlow,False
2023,16,3,0,The G.O.A.T,J.D. Martinez,False
2023,16,4,0,MOArch Redbirds,Ross Stripling,False
2023,16,5,0,Soto Baggins,Jordan Montgomery,False
2023,16,6,0,Cream City Cowtippers,Reid Detmers,False
2023,16,7,0,Delray Beach Air Biscuits,Carlos Correa,False
2023,16,8,0,Smokin' Bases,Pete Fairbanks,False
2023,16,9,0,Buck Showalter,Miles Mikolas,False
2023,16,10,0,Lisa dANN,Tyler Anderson,False
2023,17,1,0,Lisa dANN,Taylor Ward,False
2023,17,2,0,Buck Showalter,Mitch Haniger,False
2023,17,3,0,Smokin' Bases,Sean Manaea,False
2023,17,4,0,Delray Beach Air Biscuits,Alexis Diaz,False
2023,17,5,0,Cream City Cowtippers,Ty France,False
2023,17,6,0,Soto Baggins,Patrick Sandoval,False
2023,17,7,0,MOArch Redbirds,Daniel Bard,False
2023,17,8,0,The G.O.A.T,Sonny Gray,False
2023,17,9,0,Goldschmidt Happens,Nathan Eovaldi,False
2023,17,10,0,Daisy + Shay Bel-Airs,Luis Severino,False
2023,18,1,0,Daisy + Shay Bel-Airs,Tyler Mahle,False
2023,18,2,0,Goldschmidt Happens,Rowdy Tellez,False
2023,18,3,0,The G.O.A.T,David Bednar,False
2023,18,4,0,MOArch Redbirds,Wilmer Flores,False
2023,18,5,0,Soto Baggins,Martin Perez,False
2023,18,6,0,Cream City Cowtippers,Jon Gray,False
2023,18,7,0,Delray Beach Air Biscuits,Brady Singer,False
2023,18,8,0,Smokin' Bases,William Contreras,False
2023,18,9,0,Buck Showalter,Triston McKenzie,False
2023,18,10,0,Lisa dANN,Raisel Iglesias,False
2023,19,1,0,Lisa dANN,Amed Rosario,False
2023,19,2,0,Buck Showalter,Jeremy Pena,False
2023,19,3,0,Smokin' Bases,Edward Cabrera,False
2023,19,4,0,Delray Beach Air Biscuits,Hunter Brown,False
2023,19,5,0,Cream City Cowtippers,Paul Sewald,False
2023,19,6,0,Soto Baggins,Corey Kluber,False
2023,19,7,0,MOArch Redbirds,Nick Pivetta,False
2023,19,8,0,The G.O.A.T,Whit Merrifield,False
2023,19,9,0,Goldschmidt Happens,Jarred Kelenic,False
2023,19,10,0,Daisy + Shay Bel-Airs,Alex Cobb,False
2023,20,1,0,Daisy + Shay Bel-Airs,Trevor Rogers,False
2023,20,2,0,Goldschmidt Happens,Jason Adam,False
2023,20,3,0,The G.O.A.T,Marcus Stroman,False
2023,20,4,0,MOArch Redbirds,Jose Urquidy,False
2023,20,5,0,Soto Baggins,Justin Steele,False
2023,20,6,0,Cream City Cowtippers,Andrew Vaughn,False
2023,20,7,0,Delray Beach Air Biscuits,Jameson Taillon,False
2023,20,8,0,Smokin' Bases,Brendan Donovan,False
2023,20,9,0,Buck Showalter,Cal Quantrill,False
2023,20,10,0,Lisa dANN,Garrett Whitlock,False
2023,21,1,0,Lisa dANN,Eric Lauer,False
2023,21,2,0,Buck Showalter,Keibert Ruiz,False
2023,21,3,0,Smokin' Bases,Andrew Heaney,False
2023,21,4,0,Delray Beach Air Biscuits,Jake McCarthy,False
2023,21,5,0,Cream City Cowtippers,Merrill Kelly,False
2023,21,6,0,Soto Baggins,Zach Eflin,False
2023,21,7,0,MOArch Redbirds,Josh Bell,False
2023,21,8,0,The G.O.A.T,Ke'Bryan Hayes,False
2023,21,9,0,Goldschmidt Happens,Wil Myers,False
2023,21,10,0,Daisy + Shay Bel-Airs,Matt Chapman,False
2023,22,1,0,Daisy + Shay Bel-Airs,Carlos Carrasco,False
2023,22,2,0,Goldschmidt Happens,Jonathan India,False
2023,22,3,0,The G.O.A.T,Jared Shuster,False
2023,22,4,0,MOArch Redbirds,Michael Wacha,False
2023,22,5,0,Soto Baggins,John Schreiber,False
2023,22,6,0,Cream City Cowtippers,Jose Altuve,False
2023,22,7,0,Delray Beach Air Biscuits,Tim Anderson,False
2023,22,8,0,Smokin' Bases,Evan Phillips,False
2023,22,9,0,Buck Showalter,Luis Urias,False
2023,22,10,0,Lisa dANN,Taijuan Walker,False
2023,23,1,0,Lisa dANN,Ketel Marte,False
2023,23,2,0,Buck Showalter,Grayson Rodriguez,False
2023,23,3,0,Smokin' Bases,Yandy Diaz,False
2023,23,4,0,Delray Beach Air Biscuits,MacKenzie Gore,False
2023,23,5,0,Cream City Cowtippers,Craig Kimbrel,False
2023,23,6,0,Soto Baggins,Gleyber Torres,False
2023,23,7,0,MOArch Redbirds,Brandon Nimmo,False
2023,23,8,0,The G.O.A.T,Mike Clevinger,False
2023,23,9,0,Goldschmidt Happens,Josiah Gray,False
2023,23,10,0,Daisy + Shay Bel-Airs,Joey Meneses,False
2023,24,1,0,Daisy + Shay Bel-Airs,Hayden Wesneski,False
2023,24,2,0,Goldschmidt Happens,Jorge Lopez,False
2023,24,3,0,The G.O.A.T,Michael Kopech,False
2023,24,4,0,MOArch Redbirds,German Marquez,False
2023,24,5,0,Soto Baggins,Brooks Raley,False
2023,24,6,0,Cream City Cowtippers,Noah Syndergaard,False
2023,24,7,0,Delray Beach Air Biscuits,Josh Rojas,False
2023,24,8,0,Smokin' Bases,Triston Casas,False
2023,24,9,0,Buck Showalter,Cole Irvin,False
2023,24,10,0,Lisa dANN,Ryan Mountcastle,False
