year,team,player_name,position,eligible_slots,pro_team
2021,Delray Beach Air Biscuits,Vladimir Gutierrez,C,"P,SP,BE,IL",Cin
2021,Delray Beach Air Biscuits,Shane McClanahan,C,"P,SP,BE,IL",TB
2021,Delray Beach Air Biscuits,Merrill Kelly,C,"P,SP,BE,IL",Ari
2021,Delray Beach Air Biscuits,Touki Toussaint,C,"P,SP,BE,IL",Atl
2021,Delray Beach Air Biscuits,Jonathan Loaisiga,RF,"P,SP,RP,BE,IL",NYY
2021,Delray Beach Air Biscuits,Eric Lauer,C,"P,SP,BE,IL",Mil
2021,Delray Beach Air Biscuits,Garrett Whitlock,C,"P,SP,BE,IL,RP",Bos
2021,Delray Beach Air Biscuits,Ryan Mountcastle,2B/SS,"1B,1B/3B,IF,LF,OF,UTIL,BE,IL,DH",Bal
2021,Delray Beach Air Biscuits,Giancarlo Stanton,CF,"DH,UTIL,BE,IL,OF,RF,LF",NYY
2021,Delray Beach Air Biscuits,Adolis Garcia,2B/SS,"LF,OF,UTIL,BE,IL,CF,RF,DH",Tex
2021,Cream City Cowtippers,Mookie Betts,LF,"RF,OF,UTIL,BE,IL,CF",LAD
2021,Cream City Cowtippers,Corey Seager,OF,"SS,2B/SS,IF,UTIL,BE,IL",Tex
2021,Cream City Cowtippers,Yu Darvish,C,"P,SP,BE,IL",SD
2021,Cream City Cowtippers,Ozzie Albies,3B,"2B,2B/SS,IF,UTIL,BE,IL",Atl
2021,Cream City Cowtippers,Jose Berrios,C,"P,SP,BE,IL",Tor
2021,Cream City Cowtippers,Josh Hader,RF,"P,RP,BE,IL",Mil
2021,Cream City Cowtippers,Nelson Cruz,CF,"DH,UTIL,BE,IL",FA
2021,Cream City Cowtippers,Zack Wheeler,C,"P,SP,BE,IL",Phi
2021,Cream City Cowtippers,Sandy Alcantara,C,"P,SP,BE,IL",Mia
2021,Cream City Cowtippers,Justin Turner,SS,"3B,1B/3B,IF,DH,UTIL,BE,IL",LAD
2021,Cream City Cowtippers,Mark Melancon,RF,"P,RP,BE,IL",SD
2021,Cream City Cowtippers,Luis Garcia,RF,"P,RP,BE,IL,SP",Hou
2021,Cream City Cowtippers,Luis Castillo,C,"P,SP,BE,IL",Cin
2021,Cream City Cowtippers,Christian Vazquez,1B,"C,UTIL,BE,IL",Bos
2021,Cream City Cowtippers,Jon Gray,C,"P,SP,BE,IL",Tex
2021,Cream City Cowtippers,Willy Adames,OF,"SS,2B/SS,IF,UTIL,BE,IL",Mil
2021,Cream City Cowtippers,Jorge Polanco,OF,"SS,2B/SS,IF,UTIL,BE,IL,2B",Min
2021,Cream City Cowtippers,Austin Riley,SS,"3B,1B/3B,IF,UTIL,BE,IL,1B",Atl
2021,Cream City Cowtippers,Myles Straw,1B/3B,"CF,OF,UTIL,BE,IL",Cle
2021,Cream City Cowtippers,Jesus Aguilar,2B,"1B,1B/3B,IF,DH,UTIL,BE,IL",Mia
2021,Cream City Cowtippers,Robbie Grossman,2B/SS,"LF,OF,UTIL,BE,IL,RF",Det
2021,Cream City Cowtippers,Jeimer Candelario,2B,"1B,3B,1B/3B,IF,UTIL,BE,IL",Det
2021,Cream City Cowtippers,Michael Conforto,LF,"RF,OF,UTIL,BE,IL",FA
2021,Cream City Cowtippers,Jordan Montgomery,C,"P,SP,BE,IL",NYY
2021,Cream City Cowtippers,Josh Rojas,3B,"2B,2B/SS,IF,UTIL,BE,IL,SS,OF,RF,LF,3B,1B/3B",Ari
2021,Cream City Cowtippers,Brad Boxberger,RF,"P,RP,BE,IL",FA
2021,Buck Showalter,Walker Buehler,C,"P,SP,BE,IL",LAD
2021,Buck Showalter,Jack Flaherty,C,"P,SP,BE,IL",StL
2021,Buck Showalter,Will Smith,1B,"C,UTIL,BE,IL",LAD
2021,Buck Showalter,Max Muncy,2B,"1B,2B,3B,2B/SS,1B/3B,IF,UTIL,BE,IL",LAD
2021,Buck Showalter,Raisel Iglesias,RF,"P,RP,BE,IL",LAA
2021,Buck Showalter,Marcus Semien,OF,"SS,2B/SS,IF,UTIL,BE,IL,2B",Tex
2021,Buck Showalter,Trey Mancini,LF,"RF,OF,UTIL,BE,IL,1B,1B/3B,IF,DH",Bal
2021,Buck Showalter,Trevor Rogers,C,"P,SP,BE,IL",Mia
2021,Buck Showalter,Cedric Mullins,1B/3B,"CF,OF,UTIL,BE,IL",Bal
2021,Buck Showalter,Jake Diekman,RF,"P,RP,BE,IL",FA
2021,Buck Showalter,Casey Mize,C,"P,SP,BE,IL",Det
2021,Buck Showalter,Adam Wainwright,C,"P,SP,BE,IL",StL
2021,Buck Showalter,Bryan Reynolds,2B/SS,"LF,CF,OF,UTIL,BE,IL",Pit
2021,Buck Showalter,Byron Buxton,1B/3B,"CF,OF,UTIL,BE,IL",Min
2021,Buck Showalter,Charlie Blackmon,LF,"RF,OF,UTIL,BE,IL",Col
2021,Buck Showalter,Kwang Hyun Kim,C,"P,SP,BE,IL,RP",FA
2021,Buck Showalter,Josh Harrison,3B,"2B,3B,2B/SS,1B/3B,IF,UTIL,BE,IL,OF,LF",FA
2021,Buck Showalter,Jonathan India,SS,"3B,1B/3B,IF,UTIL,BE,IL,2B,2B/SS",Cin
2021,Buck Showalter,Drew Smyly,C,"P,SP,BE,IL,RP",FA
2021,Buck Showalter,Craig Kimbrel,RF,"P,RP,BE,IL",ChW
2021,Buck Showalter,Zach Eflin,C,"P,SP,BE,IL",Phi
2021,Buck Showalter,Nestor Cortes,RF,"P,RP,BE,IL,SP",NYY
2021,Buck Showalter,Eli Morgan,C,"P,SP,BE,IL",Cle
2021,Buck Showalter,Ian Anderson,C,"P,SP,BE,IL",Atl
2021,Buck Showalter,Matthew Boyd,C,"P,SP,BE,IL",FA
2021,Buck Showalter,Zach Davies,C,"P,SP,BE,IL",FA
2021,PeeWee Yermin,Cody Bellinger,1B/3B,"1B,1B/3B,IF,CF,OF,UTIL,BE,IL",LAD
2021,PeeWee Yermin,Freddie Freeman,2B,"1B,1B/3B,IF,UTIL,BE,IL",FA
2021,PeeWee Yermin,Nolan Arenado,SS,"3B,1B/3B,IF,UTIL,BE,IL",StL
2021,PeeWee Yermin,George Springer,1B/3B,"CF,OF,UTIL,BE,IL,DH",Tor
2021,PeeWee Yermin,Kenley Jansen,RF,"P,RP,BE,IL",FA
2021,PeeWee Yermin,Sonny Gray,C,"P,SP,BE,IL",Cin
2021,PeeWee Yermin,Sean Manaea,C,"P,SP,BE,IL",Oak
2021,PeeWee Yermin,Dallas Keuchel,C,"P,SP,BE,IL",ChW
2021,PeeWee Yermin,Richard Rodriguez,RF,"P,RP,BE,IL",FA
2021,PeeWee Yermin,Carlos Rodon,C,"P,SP,BE,IL",FA
2021,PeeWee Yermin,Tyler Rogers,RF,"P,RP,BE,IL",SF
2021,PeeWee Yermin,Jesse Winker,2B/SS,"LF,OF,DH,UTIL,BE,IL",Cin
2021,PeeWee Yermin,Dylan Cease,C,"P,SP,BE,IL",ChW
2021,PeeWee Yermin,Bryce Harper,LF,"RF,OF,DH,UTIL,BE,IL",Phi
2021,PeeWee Yermin,Andrew Chafin,RF,"P,RP,BE,IL",FA
2021,PeeWee Yermin,Alex Wood,RF,"P,RP,BE,IL,SP",SF
2021,PeeWee Yermin,James Kaprielian,RF,"P,RP,BE,IL,SP",Oak
2021,PeeWee Yermin,Kyle Schwarber,2B/SS,"LF,OF,UTIL,BE,IL,DH,1B,1B/3B,IF",FA
2021,PeeWee Yermin,Cal Quantrill,RF,"P,SP,RP,BE,IL",Cle
2021,PeeWee Yermin,Kyle Farmer,OF,"2B,SS,2B/SS,IF,UTIL,BE,IL,3B,1B/3B",Cin
2021,PeeWee Yermin,Fernando Tatis Jr.,OF,"SS,2B/SS,IF,UTIL,BE,IL,OF,RF",SD
2021,PeeWee Yermin,Tyler Stephenson,1B,"C,UTIL,BE,IL,1B,1B/3B,IF",Cin
2021,PeeWee Yermin,Lewis Brinson,LF,"LF,RF,OF,UTIL,BE,IL,CF",FA
2021,PeeWee Yermin,Huascar Ynoa,C,"P,SP,BE,IL",Atl
2021,PeeWee Yermin,Jaime Barria,C,"P,SP,BE,IL",LAA
2021,PeeWee Yermin,Franmil Reyes,CF,"DH,UTIL,BE,IL,RF,OF",Cle
2021,Blue Haderade,Christian Yelich,2B/SS,"LF,OF,UTIL,BE,IL",Mil
2021,Blue Haderade,Gerrit Cole,C,"P,SP,BE,IL",NYY
2021,Blue Haderade,Bo Bichette,OF,"SS,2B/SS,IF,UTIL,BE,IL,DH",Tor
2021,Blue Haderade,Brandon Woodruff,C,"P,SP,BE,IL",Mil
2021,Blue Haderade,Ketel Marte,3B,"2B,2B/SS,IF,UTIL,BE,IL,CF,OF",Ari
2021,Blue Haderade,Hyun Jin Ryu,C,"P,SP,BE,IL",Tor
2021,Blue Haderade,Matt Olson,2B,"1B,1B/3B,IF,UTIL,BE,IL",Oak
2021,Blue Haderade,Austin Meadows,2B/SS,"LF,OF,UTIL,BE,IL,DH",TB
2021,Blue Haderade,Freddy Peralta,RF,"P,RP,BE,IL,SP",Mil
2021,Blue Haderade,Jake McGee,RF,"P,RP,BE,IL",SF
2021,Blue Haderade,Omar Narvaez,1B,"C,UTIL,BE,IL",Mil
2021,Blue Haderade,Yimi Garcia,RF,"P,RP,BE,IL",Tor
2021,Blue Haderade,Anthony DeSclafani,C,"P,SP,BE,IL",SF
2021,Blue Haderade,Lou Trivino,RF,"P,RP,BE,IL",Oak
2021,Blue Haderade,Kyle Gibson,C,"P,SP,BE,IL",Phi
2021,Blue Haderade,Jared Walsh,2B,"1B,1B/3B,IF,UTIL,BE,IL,RF,OF",LAA
2021,Blue Haderade,Eduardo Escobar,SS,"3B,1B/3B,IF,UTIL,BE,IL,2B,2B/SS,1B",NYM
2021,Blue Haderade,Devin Williams,RF,"P,RP,BE,IL",Mil
2021,Blue Haderade,Logan Gilbert,C,"P,SP,BE,IL",Sea
2021,Blue Haderade,Kolten Wong,3B,"2B,2B/SS,IF,UTIL,BE,IL",Mil
2021,Blue Haderade,Avisail Garcia,1B/3B,"CF,OF,UTIL,BE,IL,RF",Mia
2021,Blue Haderade,AJ Pollock,2B/SS,"LF,CF,OF,DH,UTIL,BE,IL",LAD
2021,Blue Haderade,Austin Gomber,RF,"P,SP,RP,BE,IL",Col
2021,Blue Haderade,Luis Urias,SS,"2B,3B,2B/SS,1B/3B,IF,UTIL,BE,IL,SS",Mil
2021,Blue Haderade,Tyler Alexander,RF,"P,RP,BE,IL,SP",Det
2021,Blue Haderade,Kyle Freeland,C,"P,SP,BE,IL",Col
2021,Lisa dANN,Jose Ramirez,SS,"3B,1B/3B,IF,UTIL,BE,IL,DH",Cle
2021,Lisa dANN,Trevor Story,OF,"SS,2B/SS,IF,UTIL,BE,IL",FA
2021,Lisa dANN,Jose Abreu,2B,"1B,1B/3B,IF,UTIL,BE,IL,DH",ChW
2021,Lisa dANN,Corbin Burnes,C,"P,SP,BE,IL",Mil
2021,Lisa dANN,Kyle Hendricks,C,"P,SP,BE,IL",ChC
2021,Lisa dANN,Randy Arozarena,2B/SS,"LF,OF,UTIL,BE,IL,RF,DH",TB
2021,Lisa dANN,Julio Urias,C,"P,SP,BE,IL",LAD
2021,Lisa dANN,Drew Pomeranz,RF,"P,RP,BE,IL",SD
2021,Lisa dANN,Ryan McMahon,3B,"1B,2B,3B,2B/SS,1B/3B,IF,UTIL,BE,IL",Col
2021,Lisa dANN,Matt Barnes,RF,"P,RP,BE,IL",Bos
2021,Lisa dANN,Michael Kopech,C,"P,SP,BE,IL,RP",ChW
2021,Lisa dANN,Mark Canha,LF,"LF,RF,OF,DH,UTIL,BE,IL,CF",NYM
2021,Lisa dANN,Kendall Graveman,RF,"P,RP,BE,IL",ChW
2021,Lisa dANN,Yusmeiro Petit,RF,"P,RP,BE,IL",FA
2021,Lisa dANN,Raimel Tapia,2B/SS,"LF,OF,DH,UTIL,BE,IL",Col
2021,Lisa dANN,Eric Haase,1B,"C,UTIL,BE,IL,LF,OF,DH",Det
2021,Lisa dANN,Frankie Montas,C,"P,SP,BE,IL",Oak
2021,Lisa dANN,Brandon Crawford,OF,"SS,2B/SS,IF,UTIL,BE,IL",SF
2021,Lisa dANN,Tyler O'Neill,2B/SS,"LF,OF,UTIL,BE,IL",StL
2021,Lisa dANN,Rich Hill,C,"P,SP,BE,IL",Bos
2021,Lisa dANN,Logan Webb,C,"P,SP,BE,IL",SF
2021,Lisa dANN,Brett Anderson,C,"P,SP,BE,IL",FA
2021,Lisa dANN,Patrick Corbin,C,"P,SP,BE,IL",Wsh
2021,Lisa dANN,Alec Mills,C,"P,SP,BE,IL,RP",ChC
