year,week,team,opponent,cats_won,cats_lost,cats_tied,H_value,H_result,R_value,R_result,HR_value,HR_result,TB_value,TB_result,RBI_value,RBI_result,BB_value,BB_result,SB_value,SB_result,AVG_value,AVG_result,K_value,K_result,QS_value,QS_result,W_value,W_result,L_value,L_result,SV_value,SV_result,HD_value,HD_result,ERA_value,ERA_result,WHIP_value,WHIP_result
2021,2,Smokin' Bases,Buck Showalter,4,10,2,55.0,1,16.0,-1,4.0,-1,82.0,-1,24.0,-1,14.0,-1,3.0,0,0.25943396,1,71.0,-1,2.0,-1,3.0,-1,5.0,1,2.0,1,0.0,0,3.35675676,-1,1.31351351,-1
2021,2,Buck Showalter,Smokin' Bases,10,4,2,48.0,-1,30.0,1,10.0,1,95.0,1,33.0,1,24.0,1,3.0,0,0.22222222,-1,80.0,1,6.0,1,6.0,1,6.0,-1,1.0,-1,0.0,0,3.20901639,1,1.06967213,1
2021,2,Delray Beach Air Biscuits,Blue Haderade,7,7,2,55.0,1,40.0,1,9.0,1,89.0,1,25.0,-1,25.0,0,9.0,1,0.26699029,-1,52.0,-1,3.0,-1,4.0,-1,3.0,0,6.0,1,1.0,1,4.1221374,-1,1.16793893,-1
2021,2,Blue Haderade,Delray Beach Air Biscuits,7,7,2,54.0,-1,30.0,-1,6.0,-1,79.0,-1,26.0,1,25.0,0,2.0,-1,0.28125,1,75.0,1,6.0,1,6.0,1,3.0,0,5.0,-1,0.0,-1,3.97058824,1,1.05882353,1
2021,2,Daisy + Shay Bel-Airs,Lisa dANN,12,2,2,50.0,1,31.0,1,10.0,1,93.0,1,28.0,1,18.0,-1,2.0,0,0.24752475,1,89.0,1,5.0,1,4.0,1,2.0,1,0.0,-1,1.0,0,3.29577465,1,1.11267606,1
2021,2,Lisa dANN,Daisy + Shay Bel-Airs,2,12,2,35.0,-1,22.0,-1,5.0,-1,56.0,-1,20.0,-1,24.0,1,2.0,0,0.175,-1,48.0,-1,2.0,-1,2.0,-1,4.0,-1,2.0,1,1.0,0,5.67391304,-1,1.41304348,-1
2021,2,Comeback Tour,Cream City Cowtippers,9,4,3,60.0,1,36.0,1,12.0,0,113.0,1,31.0,-1,20.0,-1,5.0,0,0.2739726,1,80.0,1,6.0,1,7.0,1,4.0,0,0.0,-1,4.0,1,2.91078067,1,1.10408922,-1
2021,2,Cream City Cowtippers,Comeback Tour,4,9,3,50.0,-1,33.0,-1,12.0,0,98.0,-1,35.0,1,27.0,1,5.0,0,0.24154589,-1,73.0,-1,5.0,-1,2.0,-1,4.0,0,3.0,1,0.0,-1,3.94811321,-1,1.06132075,1
2021,2,PeeWee Yermin,Mike Lowell W.S. MVP,10,5,1,39.0,-1,22.0,1,7.0,1,69.0,-1,24.0,1,19.0,-1,2.0,-1,0.22033898,-1,85.0,1,4.0,1,7.0,1,1.0,1,3.0,1,2.0,0,2.66523605,1,1.03004292,1
2021,2,Mike Lowell W.S. MVP,PeeWee Yermin,5,10,1,46.0,1,21.0,-1,4.0,-1,70.0,1,21.0,-1,24.0,1,4.0,1,0.25414365,1,61.0,-1,3.0,-1,2.0,-1,3.0,-1,1.0,-1,2.0,0,4.9787234,-1,1.21276596,-1
2021,3,Delray Beach Air Biscuits,Smokin' Bases,8,7,1,56.0,1,36.0,1,8.0,-1,91.0,-1,30.0,-1,16.0,0,9.0,1,0.25225225,1,61.0,-1,4.0,-1,4.0,1,7.0,-1,3.0,1,0.0,-1,4.16571429,1,1.33714286,1
2021,3,Smokin' Bases,Delray Beach Air Biscuits,7,8,1,48.0,-1,30.0,-1,11.0,1,97.0,1,36.0,1,16.0,0,2.0,-1,0.24242424,-1,87.0,1,5.0,1,3.0,-1,6.0,1,0.0,-1,2.0,1,4.57627119,-1,1.36016949,-1
2021,3,Buck Showalter,Daisy + Shay Bel-Airs,4,12,0,33.0,-1,19.0,-1,5.0,-1,55.0,-1,22.0,1,33.0,1,3.0,-1,0.19760479,-1,57.0,-1,7.0,1,5.0,1,5.0,-1,3.0,-1,0.0,-1,4.455,-1,1.23,-1
2021,3,Daisy + Shay Bel-Airs,Buck Showalter,12,4,0,43.0,1,28.0,1,9.0,1,84.0,1,18.0,-1,25.0,-1,6.0,1,0.22395833,1,80.0,1,6.0,-1,4.0,-1,2.0,1,4.0,1,3.0,1,3.32876712,1,1.19178082,1
2021,3,Blue Haderade,Comeback Tour,8,7,1,48.0,0,22.0,-1,6.0,-1,76.0,-1,23.0,1,17.0,-1,4.0,-1,0.25531915,1,78.0,1,5.0,-1,3.0,1,4.0,1,2.0,1,3.0,1,3.70588235,1,1.13235294,-1
2021,3,Comeback Tour,Blue Haderade,7,8,1,48.0,0,23.0,1,7.0,1,80.0,1,21.0,-1,18.0,1,7.0,1,0.21719457,-1,75.0,-1,6.0,1,2.0,-1,8.0,-1,1.0,-1,1.0,-1,4.01351351,-1,1.10810811,1
2021,3,Lisa dANN,PeeWee Yermin,13,1,2,49.0,1,35.0,1,9.0,1,86.0,1,31.0,1,18.0,0,5.0,1,0.25,1,93.0,1,8.0,1,8.0,1,1.0,1,2.0,-1,1.0,0,2.92924528,1,0.94811321,1
2021,3,PeeWee Yermin,Lisa dANN,1,13,2,47.0,-1,23.0,-1,8.0,-1,75.0,-1,25.0,-1,18.0,0,1.0,-1,0.2460733,-1,58.0,-1,3.0,-1,4.0,-1,4.0,-1,7.0,1,1.0,0,5.30635838,-1,1.42196532,-1
2021,3,Cream City Cowtippers,Mike Lowell W.S. MVP,7,8,1,48.0,-1,31.0,1,10.0,1,93.0,1,29.0,1,27.0,1,2.0,-1,0.22119816,-1,75.0,1,2.0,-1,3.0,-1,6.0,-1,6.0,1,0.0,0,3.03208556,-1,1.26737968,-1
2021,3,Mike Lowell W.S. MVP,Cream City Cowtippers,8,7,1,50.0,1,26.0,-1,5.0,-1,72.0,-1,16.0,-1,24.0,-1,6.0,1,0.27624309,1,74.0,-1,6.0,1,6.0,1,1.0,1,0.0,-1,0.0,0,1.34254144,1,0.66298343,1
2021,4,Smokin' Bases,Daisy + Shay Bel-Airs,2,11,3,64.0,1,35.0,0,7.0,-1,101.0,-1,23.0,-1,18.0,-1,2.0,0,0.31219512,1,77.0,-1,4.0,-1,7.0,-1,5.0,-1,1.0,-1,1.0,0,5.25291829,-1,1.19066148,-1
2021,4,Daisy + Shay Bel-Airs,Smokin' Bases,11,2,3,59.0,-1,35.0,0,11.0,1,104.0,1,32.0,1,26.0,1,2.0,0,0.29949239,-1,85.0,1,10.0,1,8.0,1,4.0,1,3.0,1,1.0,0,2.37022901,1,1.03053435,1
2021,4,Comeback Tour,Delray Beach Air Biscuits,11,5,0,51.0,-1,32.0,1,10.0,1,95.0,1,27.0,1,17.0,1,3.0,-1,0.27272727,-1,58.0,-1,4.0,1,4.0,1,4.0,1,1.0,-1,2.0,1,4.7755102,1,1.30612245,1
2021,4,Delray Beach Air Biscuits,Comeback Tour,5,11,0,58.0,1,31.0,-1,4.0,-1,90.0,-1,26.0,-1,15.0,-1,6.0,1,0.28019324,1,65.0,1,2.0,-1,2.0,-1,5.0,-1,8.0,1,1.0,-1,4.79289941,-1,1.34911243,-1
2021,4,PeeWee Yermin,Buck Showalter,13,2,1,56.0,1,35.0,1,12.0,1,108.0,1,40.0,1,16.0,-1,3.0,1,0.26794258,1,87.0,1,4.0,1,5.0,0,4.0,1,2.0,1,0.0,-1,2.98617512,1,0.99539171,1
2021,4,Buck Showalter,PeeWee Yermin,2,13,1,51.0,-1,29.0,-1,9.0,-1,85.0,-1,31.0,-1,31.0,1,1.0,-1,0.24519231,-1,82.0,-1,3.0,-1,5.0,0,8.0,-1,1.0,-1,1.0,1,5.48962656,-1,1.5186722,-1
2021,4,Mike Lowell W.S. MVP,Blue Haderade,5,11,0,49.0,-1,31.0,1,5.0,-1,75.0,-1,27.0,-1,19.0,1,5.0,1,0.22374429,-1,68.0,1,3.0,-1,5.0,1,4.0,-1,1.0,-1,1.0,-1,3.3,-1,1.08333333,-1
2021,4,Blue Haderade,Mike Lowell W.S. MVP,11,5,0,59.0,1,24.0,-1,8.0,1,97.0,1,30.0,1,13.0,-1,0.0,-1,0.30412371,1,55.0,-1,6.0,1,4.0,-1,3.0,1,3.0,1,2.0,1,2.21052632,1,0.96491228,1
2021,4,Cream City Cowtippers,Lisa dANN,11,3,2,64.0,1,44.0,1,10.0,0,110.0,1,30.0,-1,23.0,0,4.0,-1,0.28699552,1,81.0,1,5.0,1,7.0,1,1.0,1,5.0,1,0.0,-1,2.67672414,1,0.94396552,1
2021,4,Lisa dANN,Cream City Cowtippers,3,11,2,53.0,-1,31.0,-1,10.0,0,95.0,-1,33.0,1,23.0,0,5.0,1,0.24090909,-1,53.0,-1,2.0,-1,1.0,-1,4.0,-1,3.0,-1,3.0,1,4.7755102,-1,1.28571429,-1
2021,5,Comeback Tour,Smokin' Bases,6,10,0,50.0,-1,31.0,-1,8.0,-1,83.0,-1,27.0,-1,17.0,-1,1.0,-1,0.24390244,-1,70.0,1,5.0,1,5.0,1,2.0,1,1.0,-1,1.0,-1,2.62702703,1,1.21621622,1
2021,5,Smokin' Bases,Comeback Tour,10,6,0,58.0,1,42.0,1,9.0,1,98.0,1,31.0,1,36.0,1,3.0,1,0.29,1,64.0,-1,2.0,-1,4.0,-1,5.0,-1,4.0,1,2.0,1,4.47513812,-1,1.60773481,-1
2021,5,Daisy + Shay Bel-Airs,PeeWee Yermin,8,6,2,51.0,-1,38.0,1,9.0,1,89.0,0,30.0,0,34.0,1,2.0,1,0.25628141,-1,97.0,1,5.0,-1,3.0,-1,3.0,-1,5.0,1,2.0,1,3.06302521,-1,0.99579832,1
2021,5,PeeWee Yermin,Daisy + Shay Bel-Airs,6,8,2,54.0,1,32.0,-1,7.0,-1,89.0,0,30.0,0,21.0,-1,0.0,-1,0.2967033,1,85.0,-1,8.0,1,4.0,1,2.0,1,3.0,-1,1.0,-1,2.0,1,1.0,-1
2021,5,Delray Beach Air Biscuits,Mike Lowell W.S. MVP,6,9,1,53.0,-1,35.0,1,10.0,-1,92.0,-1,34.0,1,29.0,1,9.0,1,0.25358852,-1,66.0,1,4.0,-1,3.0,-1,6.0,-1,5.0,1,0.0,0,4.10526316,-1,1.29824561,-1
2021,5,Mike Lowell W.S. MVP,Delray Beach Air Biscuits,9,6,1,57.0,1,33.0,-1,11.0,1,96.0,1,33.0,-1,22.0,-1,2.0,-1,0.27941176,1,53.0,-1,5.0,1,4.0,1,1.0,1,1.0,-1,0.0,0,2.13157895,1,0.80921053,1
2021,5,Buck Showalter,Cream City Cowtippers,8,5,3,65.0,1,33.0,0,9.0,1,107.0,1,30.0,1,27.0,-1,7.0,1,0.28384279,-1,77.0,0,3.0,-1,6.0,1,2.0,1,2.0,0,1.0,1,4.08,-1,1.30666667,-1
2021,5,Cream City Cowtippers,Buck Showalter,5,8,3,63.0,-1,33.0,0,6.0,-1,99.0,-1,29.0,-1,33.0,1,3.0,-1,0.28506787,1,77.0,0,7.0,1,4.0,-1,6.0,-1,2.0,0,0.0,-1,4.07142857,1,1.23809524,1
2021,5,Blue Haderade,Lisa dANN,4,10,2,35.0,-1,25.0,-1,3.0,-1,53.0,-1,18.0,-1,21.0,-1,4.0,0,0.16129032,-1,67.0,1,4.0,1,1.0,-1,3.0,1,3.0,0,1.0,-1,5.36746988,-1,1.1746988,1
2021,5,Lisa dANN,Blue Haderade,10,4,2,49.0,1,31.0,1,6.0,1,78.0,1,30.0,1,24.0,1,4.0,0,0.24873096,1,49.0,-1,2.0,-1,4.0,1,4.0,-1,3.0,0,2.0,1,3.75949367,1,1.29113924,-1
2021,6,Smokin' Bases,PeeWee Yermin,7,8,1,53.0,-1,36.0,1,11.0,1,99.0,1,30.0,1,23.0,1,3.0,1,0.24423963,-1,66.0,-1,2.0,-1,3.0,-1,4.0,-1,1.0,-1,1.0,0,3.76442308,1,1.38461538,-1
2021,6,PeeWee Yermin,Smokin' Bases,8,7,1,59.0,1,32.0,-1,8.0,-1,96.0,-1,28.0,-1,22.0,-1,2.0,-1,0.28640777,1,77.0,1,4.0,1,4.0,1,2.0,1,4.0,1,1.0,0,4.67532468,-1,1.27272727,1
2021,6,Mike Lowell W.S. MVP,Comeback Tour,3,12,1,61.0,-1,31.0,-1,10.0,-1,101.0,-1,27.0,-1,27.0,1,3.0,1,0.31443299,1,46.0,-1,4.0,-1,4.0,-1,3.0,0,0.0,-1,1.0,-1,4.752,-1,1.32,-1
2021,6,Comeback Tour,Mike Lowell W.S. MVP,12,3,1,70.0,1,36.0,1,16.0,1,137.0,1,39.0,1,25.0,-1,2.0,-1,0.30567686,-1,73.0,1,6.0,1,6.0,1,3.0,0,4.0,1,2.0,1,3.76744186,1,1.17209302,1
2021,6,Cream City Cowtippers,Daisy + Shay Bel-Airs,5,11,0,53.0,-1,27.0,-1,7.0,1,86.0,1,22.0,1,27.0,-1,5.0,1,0.24311927,-1,55.0,-1,4.0,-1,0.0,-1,5.0,-1,5.0,1,0.0,-1,5.73184358,-1,1.45810056,-1
2021,6,Daisy + Shay Bel-Airs,Cream City Cowtippers,11,5,0,58.0,1,39.0,1,6.0,-1,85.0,-1,21.0,-1,34.0,1,2.0,-1,0.30851064,1,78.0,1,6.0,1,3.0,1,4.0,1,2.0,-1,1.0,1,2.71356784,1,1.13065327,1
2021,6,Lisa dANN,Delray Beach Air Biscuits,10,5,1,52.0,1,35.0,1,10.0,1,97.0,1,25.0,-1,17.0,-1,3.0,1,0.25490196,1,57.0,1,2.0,0,3.0,-1,5.0,-1,2.0,-1,3.0,1,2.92771084,1,1.01204819,1
2021,6,Delray Beach Air Biscuits,Lisa dANN,5,10,1,40.0,-1,29.0,-1,4.0,-1,65.0,-1,26.0,1,22.0,1,2.0,-1,0.23529412,-1,51.0,-1,2.0,0,4.0,1,2.0,1,3.0,1,1.0,-1,5.12408759,-1,1.24817518,-1
2021,6,Blue Haderade,Buck Showalter,14,1,1,60.0,1,30.0,1,6.0,0,98.0,1,31.0,1,27.0,1,2.0,-1,0.3030303,1,85.0,1,9.0,1,8.0,1,1.0,1,4.0,1,2.0,1,1.8,1,0.825,1
2021,6,Buck Showalter,Blue Haderade,1,14,1,52.0,-1,29.0,-1,6.0,0,86.0,-1,26.0,-1,25.0,-1,4.0,1,0.29213483,-1,82.0,-1,5.0,-1,6.0,-1,3.0,-1,3.0,-1,0.0,-1,3.375,-1,1.2,-1
2021,7,Mike Lowell W.S. MVP,Smokin' Bases,5,11,0,64.0,1,31.0,1,5.0,-1,85.0,-1,21.0,-1,26.0,1,1.0,-1,0.29767442,1,40.0,-1,0.0,-1,1.0,-1,5.0,-1,2.0,1,0.0,-1,6.0,-1,1.55555556,-1
2021,7,Smokin' Bases,Mike Lowell W.S. MVP,11,5,0,61.0,-1,30.0,-1,9.0,1,101.0,1,35.0,1,25.0,-1,5.0,1,0.28909953,-1,63.0,1,5.0,1,6.0,1,3.0,1,1.0,-1,1.0,1,2.78181818,1,0.96363636,1
2021,7,PeeWee Yermin,Cream City Cowtippers,4,11,1,61.0,1,33.0,-1,14.0,-1,108.0,-1,31.0,-1,20.0,0,3.0,-1,0.28110599,1,88.0,-1,6.0,-1,4.0,-1,4.0,1,5.0,1,0.0,-1,4.51836735,-1,1.35918367,-1
2021,7,Cream City Cowtippers,PeeWee Yermin,11,4,1,60.0,-1,39.0,1,15.0,1,116.0,1,37.0,1,20.0,0,5.0,1,0.26431718,-1,109.0,1,7.0,1,6.0,1,5.0,-1,3.0,-1,2.0,1,3.51301115,1,1.0929368,1
2021,7,Comeback Tour,Lisa dANN,8,8,0,60.0,1,31.0,-1,8.0,-1,98.0,-1,27.0,-1,22.0,1,1.0,-1,0.2739726,1,62.0,-1,4.0,-1,2.0,-1,3.0,1,4.0,1,3.0,1,3.55263158,1,1.18421053,1
2021,7,Lisa dANN,Comeback Tour,8,8,0,52.0,-1,40.0,1,13.0,1,106.0,1,34.0,1,18.0,-1,4.0,1,0.25,-1,72.0,1,6.0,1,7.0,1,4.0,-1,2.0,-1,1.0,-1,4.15384615,-1,1.19457014,-1
2021,7,Daisy + Shay Bel-Airs,Blue Haderade,13,1,2,58.0,1,33.0,1,13.0,1,107.0,1,39.0,1,24.0,0,4.0,1,0.28855721,1,95.0,1,7.0,0,5.0,1,4.0,1,8.0,1,0.0,-1,2.7,1,1.13478261,1
2021,7,Blue Haderade,Daisy + Shay Bel-Airs,1,13,2,56.0,-1,28.0,-1,6.0,-1,94.0,-1,22.0,-1,24.0,0,2.0,-1,0.2745098,-1,84.0,-1,7.0,0,4.0,-1,6.0,-1,2.0,-1,2.0,1,4.06097561,-1,1.23170732,-1
2021,7,Delray Beach Air Biscuits,Buck Showalter,5,11,0,49.0,-1,26.0,-1,7.0,-1,81.0,-1,37.0,1,15.0,-1,3.0,1,0.27222222,-1,45.0,-1,3.0,-1,6.0,-1,3.0,-1,5.0,1,3.0,1,2.5620438,-1,0.96350365,1
2021,7,Buck Showalter,Delray Beach Air Biscuits,11,5,0,60.0,1,44.0,1,15.0,1,120.0,1,34.0,-1,31.0,1,2.0,-1,0.30456853,1,89.0,1,10.0,1,9.0,1,1.0,1,1.0,-1,2.0,-1,2.2247191,1,0.98876404,-1
2021,8,Smokin' Bases,Cream City Cowtippers,7,7,2,48.0,-1,24.0,0,5.0,1,76.0,-1,23.0,-1,24.0,1,4.0,0,0.25806452,-1,90.0,1,6.0,1,6.0,1,7.0,-1,2.0,-1,0.0,-1,2.14772727,1,0.94318182,1
2021,8,Cream City Cowtippers,Smokin' Bases,7,7,2,53.0,1,24.0,0,4.0,-1,82.0,1,26.0,1,19.0,-1,4.0,0,0.265,1,83.0,-1,5.0,-1,5.0,-1,3.0,1,3.0,1,1.0,1,2.80995475,-1,1.08597285,-1
2021,8,Lisa dANN,Mike Lowell W.S. MVP,9,5,2,42.0,1,25.0,1,5.0,-1,67.0,-1,23.0,-1,28.0,1,6.0,1,0.23728814,1,44.0,1,2.0,1,3.0,1,5.0,-1,1.0,0,0.0,0,5.4375,-1,1.25,1
2021,8,Mike Lowell W.S. MVP,Lisa dANN,5,9,2,35.0,-1,23.0,-1,9.0,1,68.0,1,24.0,1,18.0,-1,4.0,-1,0.22727273,-1,29.0,-1,0.0,-1,2.0,-1,1.0,1,1.0,0,0.0,0,4.5,1,1.41666667,-1
2021,8,Blue Haderade,PeeWee Yermin,9,6,1,44.0,-1,36.0,1,8.0,1,81.0,1,31.0,1,31.0,1,0.0,-1,0.20657277,-1,66.0,-1,5.0,-1,6.0,0,1.0,1,3.0,1,2.0,-1,2.30331754,1,1.06635071,1
2021,8,PeeWee Yermin,Blue Haderade,6,9,1,45.0,1,23.0,-1,5.0,-1,69.0,-1,18.0,-1,16.0,-1,1.0,1,0.25,1,83.0,1,6.0,1,6.0,0,5.0,-1,2.0,-1,3.0,1,3.18396226,-1,1.08962264,-1
2021,8,Buck Showalter,Comeback Tour,13,3,0,50.0,1,24.0,1,7.0,1,84.0,1,23.0,-1,26.0,1,3.0,-1,0.27027027,1,98.0,1,7.0,1,8.0,1,4.0,1,3.0,-1,2.0,1,2.28040541,1,1.07432432,1
2021,8,Comeback Tour,Buck Showalter,3,13,0,44.0,-1,23.0,-1,6.0,-1,72.0,-1,30.0,1,14.0,-1,6.0,1,0.22222222,-1,72.0,-1,3.0,-1,5.0,-1,6.0,-1,6.0,1,1.0,-1,3.94054054,-1,1.31351351,-1
2021,8,Delray Beach Air Biscuits,Daisy + Shay Bel-Airs,6,8,2,49.0,1,28.0,1,5.0,0,77.0,1,28.0,1,26.0,1,5.0,0,0.28,1,43.0,-1,3.0,-1,2.0,-1,6.0,-1,2.0,-1,0.0,-1,4.96323529,-1,1.14705882,-1
2021,8,Daisy + Shay Bel-Airs,Delray Beach Air Biscuits,8,6,2,47.0,-1,22.0,-1,5.0,0,75.0,-1,27.0,-1,18.0,-1,5.0,0,0.24102564,-1,66.0,1,6.0,1,5.0,1,3.0,1,5.0,1,1.0,1,2.92610837,1,1.07881773,1
2021,9,Lisa dANN,Smokin' Bases,1,14,1,61.0,-1,32.0,-1,4.0,-1,95.0,-1,29.0,-1,15.0,-1,2.0,-1,0.27853881,1,59.0,-1,4.0,0,5.0,-1,4.0,-1,2.0,-1,1.0,-1,4.98214286,-1,1.5,-1
2021,9,Smokin' Bases,Lisa dANN,14,1,1,62.0,1,40.0,1,9.0,1,104.0,1,36.0,1,26.0,1,3.0,1,0.27312775,-1,88.0,1,4.0,0,8.0,1,3.0,1,5.0,1,3.0,1,4.15384615,1,1.20242915,1
2021,9,Cream City Cowtippers,Blue Haderade,8,7,1,51.0,-1,24.0,-1,2.0,-1,73.0,-1,29.0,-1,29.0,1,6.0,1,0.25888325,-1,88.0,1,7.0,1,9.0,1,4.0,0,4.0,1,1.0,-1,3.03370787,1,1.02247191,1
2021,9,Blue Haderade,Cream City Cowtippers,7,8,1,77.0,1,44.0,1,13.0,1,132.0,1,40.0,1,20.0,-1,2.0,-1,0.33189655,1,48.0,-1,3.0,-1,5.0,-1,4.0,0,2.0,-1,2.0,1,3.85714286,-1,1.11801242,-1
2021,9,Mike Lowell W.S. MVP,Buck Showalter,9,7,0,56.0,1,32.0,-1,7.0,1,94.0,1,23.0,1,29.0,1,3.0,-1,0.2629108,1,69.0,-1,3.0,-1,4.0,1,5.0,-1,2.0,1,1.0,1,4.90909091,-1,1.43939394,-1
2021,9,Buck Showalter,Mike Lowell W.S. MVP,7,9,0,49.0,-1,37.0,1,6.0,-1,77.0,-1,16.0,-1,27.0,-1,7.0,1,0.23902439,-1,74.0,1,7.0,1,3.0,-1,4.0,1,1.0,-1,0.0,-1,3.75289575,1,1.08880309,1
2021,9,PeeWee Yermin,Delray Beach Air Biscuits,5,10,1,53.0,-1,40.0,1,11.0,-1,96.0,-1,48.0,1,25.0,-1,4.0,-1,0.239819,-1,78.0,1,5.0,1,2.0,-1,5.0,-1,3.0,0,2.0,1,4.45982143,-1,1.21875,-1
2021,9,Delray Beach Air Biscuits,PeeWee Yermin,10,5,1,61.0,1,35.0,-1,15.0,1,120.0,1,40.0,-1,26.0,1,6.0,1,0.29756098,1,64.0,-1,3.0,-1,3.0,1,3.0,1,3.0,0,1.0,-1,3.07594937,1,1.12025316,1
2021,9,Comeback Tour,Daisy + Shay Bel-Airs,7,7,2,62.0,1,29.0,1,11.0,1,114.0,1,46.0,1,10.0,-1,2.0,0,0.28310502,1,70.0,-1,5.0,-1,5.0,-1,4.0,1,2.0,-1,0.0,0,5.34065934,-1,1.4010989,-1
2021,9,Daisy + Shay Bel-Airs,Comeback Tour,7,7,2,61.0,-1,26.0,-1,5.0,-1,93.0,-1,28.0,-1,11.0,1,2.0,0,0.27477477,-1,91.0,1,6.0,1,6.0,1,5.0,-1,5.0,1,0.0,0,4.21875,1,1.20535714,1
2021,10,Smokin' Bases,Blue Haderade,9,6,1,56.0,1,41.0,1,11.0,1,106.0,1,29.0,1,23.0,-1,1.0,-1,0.28426396,1,74.0,1,6.0,1,5.0,0,6.0,-1,1.0,-1,4.0,1,3.74257426,-1,1.11386139,-1
2021,10,Blue Haderade,Smokin' Bases,6,9,1,49.0,-1,32.0,-1,6.0,-1,78.0,-1,24.0,-1,29.0,1,2.0,1,0.27374302,-1,58.0,-1,5.0,-1,5.0,0,3.0,1,3.0,1,3.0,-1,2.42696629,1,0.84269663,1
2021,10,Buck Showalter,Lisa dANN,14,2,0,55.0,1,34.0,1,13.0,1,106.0,1,33.0,-1,21.0,1,3.0,1,0.3125,1,70.0,1,7.0,1,6.0,1,2.0,1,2.0,1,1.0,-1,4.0631068,1,1.12135922,1
2021,10,Lisa dANN,Buck Showalter,2,14,0,53.0,-1,29.0,-1,8.0,-1,94.0,-1,34.0,1,11.0,-1,2.0,-1,0.27040816,-1,34.0,-1,2.0,-1,2.0,-1,5.0,-1,0.0,-1,4.0,1,7.6,-1,1.71111111,-1
2021,10,Delray Beach Air Biscuits,Cream City Cowtippers,8,5,3,67.0,1,35.0,1,12.0,1,110.0,1,35.0,1,15.0,-1,4.0,-1,0.29257642,1,54.0,-1,6.0,1,5.0,1,4.0,0,3.0,0,0.0,0,3.58860759,-1,1.15822785,-1
2021,10,Cream City Cowtippers,Delray Beach Air Biscuits,5,8,3,57.0,-1,31.0,-1,9.0,-1,96.0,-1,27.0,-1,27.0,1,7.0,1,0.27536232,-1,72.0,1,5.0,-1,4.0,-1,4.0,0,3.0,0,0.0,0,2.86592179,1,0.95530726,1
