year,round,pick,overall,team,player_name,keeper
2018,10,3,0,Magic Man,Trevor Bauer,False
2018,10,4,0,Jobu's VooDoo Project,Nicholas Castellanos,False
2018,10,5,0,Smokin' Bases,Jon Lester,False
2018,10,6,0,Bel Air GMY's,Joey Gallo,False
2018,10,7,0,Buck Showalter,Adam Jones,False
2018,10,8,0,Napoli  Headed Hoes,Mike Moustakas,False
2018,10,9,0,Delray Beach Air Biscuits,Roberto Osuna,False
2018,10,10,0,Harper Barely Know Her,Gio Gonzalez,False
2018,11,1,0,Harper Barely Know Her,Sonny Gray,False
2018,11,2,0,Delray Beach Air Biscuits,Rich Hill,False
2018,11,3,0,Napoli  Headed Hoes,Ken Giles,False
2018,11,4,0,Buck Showalter,Cody Allen,False
2018,11,5,0,Bel Air GMY's,Felipe Vazquez,False
2018,11,6,0,Smokin' Bases,Marcus Stroman,False
2018,11,7,0,Jobu's VooDoo Project,Jean Segura,False
2018,11,8,0,Magic Man,Rougned Odor,False
2018,11,9,0,Dirty Sanchez,Daniel Murphy,False
2018,11,10,0,Sale For The Title,Jay Bruce,False
2018,12,1,0,Sale For The Title,Marwin Gonzalez,False
2018,12,2,0,Dirty Sanchez,Lance McCullers Jr.,False
2018,12,3,0,Magic Man,Salvador Perez,False
2018,12,4,0,Jobu's VooDoo Project,Alex Wood,False
2018,12,5,0,Smokin' Bases,Jeff Samardzija,False
2018,12,6,0,Bel Air GMY's,Luis Castillo,False
2018,12,7,0,Buck Showalter,Javier Baez,False
2018,12,8,0,Napoli  Headed Hoes,Luke Weaver,False
2018,12,9,0,Delray Beach Air Biscuits,Ian Desmond,False
2018,12,10,0,Harper Barely Know Her,Evan Gattis,False
2018,13,1,0,Harper Barely Know Her,Johnny Cueto,False
2018,13,2,0,Delray Beach Air Biscuits,Eduardo Nunez,False
2018,13,3,0,Napoli  Headed Hoes,Edwin Diaz,False
2018,13,4,0,Buck Showalter,Yoan Moncada,False
2018,13,5,0,Bel Air GMY's,Dylan Bundy,False
2018,13,6,0,Smokin' Bases,Taijuan Walker,False
2018,13,7,0,Jobu's VooDoo Project,Garrett Richards,False
2018,13,8,0,Magic Man,Jon Gray,False
2018,13,9,0,Dirty Sanchez,Michael Fulmer,False
2018,13,10,0,Sale For The Title,Steven Souza Jr.,False
2018,14,1,0,Sale For The Title,Lance Lynn,False
2018,14,2,0,Dirty Sanchez,Ryan Braun,False
2018,14,3,0,Magic Man,Zack Godley,False
2018,14,4,0,Jobu's VooDoo Project,Sean Doolittle,False
2018,14,5,0,Smokin' Bases,Yasiel Puig,False
2018,14,6,0,Bel Air GMY's,Kevin Gausman,False
2018,14,7,0,Buck Showalter,J.T. Realmuto,False
2018,14,8,0,Napoli  Headed Hoes,Danny Duffy,False
2018,14,9,0,Delray Beach Air Biscuits,Raisel Iglesias,False
2018,14,10,0,Harper Barely Know Her,Michael Wacha,False
2018,15,1,0,Harper Barely Know Her,Drew Pomeranz,False
2018,15,2,0,Delray Beach Air Biscuits,Kenta Maeda,False
2018,15,3,0,Napoli  Headed Hoes,Alex Cobb,False
2018,15,4,0,Buck Showalter,Wade Davis,False
2018,15,5,0,Bel Air GMY's,Domingo Santana,False
2018,15,6,0,Smokin' Bases,Jameson Taillon,False
2018,15,7,0,Jobu's VooDoo Project,Alex Colome,False
2018,15,8,0,Magic Man,Whit Merrifield,False
2018,15,9,0,Dirty Sanchez,Kyle Seager,False
2018,15,10,0,Sale For The Title,Didi Gregorius,False
2018,16,1,0,Sale For The Title,Ryan Zimmerman,False
2018,16,2,0,Dirty Sanchez,Cole Hamels,False
2018,16,3,0,Magic Man,Julio Teheran,False
2018,16,4,0,Jobu's VooDoo Project,Chase Anderson,False
2018,16,5,0,Smokin' Bases,Matt Carpenter,False
2018,16,6,0,Bel Air GMY's,Ronald Acuna Jr.,False
2018,16,7,0,Buck Showalter,Jeurys Familia,False
2018,16,8,0,Napoli  Headed Hoes,Jake Faria,False
2018,16,9,0,Delray Beach Air Biscuits,Ender Inciarte,False
2018,16,10,0,Harper Barely Know Her,Kyle Schwarber,False
2018,17,1,0,Harper Barely Know Her,Rick Porcello,False
2018,17,2,0,Delray Beach Air Biscuits,Eddie Rosario,False
2018,17,3,0,Napoli  Headed Hoes,Danny Salazar,False
2018,17,4,0,Buck Showalter,Charlie Morton,False
2018,17,5,0,Bel Air GMY's,Brad Hand,False
2018,17,6,0,Smokin' Bases,Greg Bird,False
2018,17,7,0,Jobu's VooDoo Project,Scott Schebler,False
2018,17,8,0,Magic Man,Randal Grichuk,False
2018,17,9,0,Dirty Sanchez,Ozzie Albies,False
2018,17,10,0,Sale For The Title,Andrew Miller,False
2018,18,1,0,Sale For The Title,Josh Reddick,False
2018,18,2,0,Dirty Sanchez,Greg Holland,False
2018,18,3,0,Magic Man,Mark Melancon,False
2018,18,4,0,Jobu's VooDoo Project,Tyler Chatwood,False
2018,18,5,0,Smokin' Bases,Brandon Morrow,False
2018,18,6,0,Bel Air GMY's,Dinelson Lamet,False
2018,18,7,0,Buck Showalter,Lucas Giolito,False
2018,18,8,0,Napoli  Headed Hoes,Manuel Margot,False
2018,18,9,0,Delray Beach Air Biscuits,Matt Olson,False
2018,18,10,0,Harper Barely Know Her,J.A. Happ,False
2018,19,1,0,Harper Barely Know Her,Tanner Roark,False
2018,19,2,0,Delray Beach Air Biscuits,Justin Smoak,False
2018,19,3,0,Napoli  Headed Hoes,Kevin Kiermaier,False
2018,19,4,0,Buck Showalter,Chris Taylor,False
2018,19,5,0,Bel Air GMY's,Sean Manaea,False
2018,19,6,0,Smokin' Bases,Archie Bradley,False
2018,19,7,0,Jobu's VooDoo Project,Corey Dickerson,False
2018,19,8,0,Magic Man,Blake Snell,False
2018,19,9,0,Dirty Sanchez,Aaron Sanchez,False
2018,19,10,0,Sale For The Title,Trey Mancini,False
2018,20,1,0,Sale For The Title,Adrian Beltre,False
2018,20,2,0,Dirty Sanchez,Jake Odorizzi,False
2018,20,3,0,Magic Man,Hector Neris,False
2018,20,4,0,Jobu's VooDoo Project,Arodys Vizcaino,False
2018,20,5,0,Smokin' Bases,Jonathan Lucroy,False
2018,20,6,0,Bel Air GMY's,Eric Thames,False
2018,20,7,0,Buck Showalter,Brad Brach,False
2018,20,8,0,Napoli  Headed Hoes,Eduardo Rodriguez,False
2018,20,9,0,Delray Beach Air Biscuits,Blake Parker,False
2018,20,10,0,Harper Barely Know Her,Felix Hernandez,False
2018,21,1,0,Harper Barely Know Her,Jordan Montgomery,False
2018,21,2,0,Delray Beach Air Biscuits,Yadier Molina,False
2018,21,3,0,Napoli  Headed Hoes,Matt Shoemaker,False
2018,21,4,0,Buck Showalter,Patrick Corbin,False
2018,21,5,0,Bel Air GMY's,Walker Buehler,False
2018,21,6,0,Smokin' Bases,Kelvin Herrera,False
2018,21,7,0,Jobu's VooDoo Project,Welington Castillo,False
2018,21,8,0,Magic Man,Justin Bour,False
2018,21,9,0,Dirty Sanchez,Mike Foltynewicz,False
2018,21,10,0,Sale For The Title,Ivan Nova,False
2018,22,1,0,Sale For The Title,Aaron Hicks,False
2018,22,2,0,Dirty Sanchez,Gregory Polanco,False
2018,22,3,0,Magic Man,Matt Harvey,False
2018,22,4,0,Jobu's VooDoo Project,Jonathan Villar,False
2018,22,5,0,Smokin' Bases,Nomar Mazara,False
2018,22,6,0,Bel Air GMY's,Ervin Santana,False
2018,22,7,0,Buck Showalter,Collin McHugh,False
2018,22,8,0,Napoli  Headed Hoes,Wilson Ramos,False
2018,22,9,0,Delray Beach Air Biscuits,Alex Reyes,False
2018,22,10,0,Harper Barely Know Her,Troy Tulowitzki,False
2018,23,1,0,Harper Barely Know Her,Blake Treinen,False
2018,23,2,0,Delray Beach Air Biscuits,Brad Peacock,False
2018,23,3,0,Napoli  Headed Hoes,Zach Davies,False
2018,23,4,0,Buck Showalter,Adam Eaton,False
2018,23,5,0,Bel Air GMY's,Paul DeJong,False
2018,23,6,0,Smokin' Bases,Marco Estrada,False
2018,23,7,0,Jobu's VooDoo Project,Jason Kipnis,False
2018,23,8,0,Magic Man,Evan Longoria,False
2018,23,9,0,Dirty Sanchez,Adam Wainwright,False
2018,23,10,0,Sale For The Title,Brett Gardner,False
2018,24,1,0,Sale For The Title,Dellin Betances,False
2018,24,2,0,Dirty Sanchez,Nate Karns,False
2018,24,3,0,Magic Man,Joakim Soria,False
2018,24,4,0,Jobu's VooDoo Project,Jhoulys Chacin,False
2018,24,5,0,Smokin' Bases,Joe Musgrove,False
2018,24,6,0,Bel Air GMY's,Miles Mikolas,False
2018,24,7,0,Buck Showalter,Zach Britton,False
2018,24,8,0,Napoli  Headed Hoes,Tyler Skaggs,False
2018,24,9,0,Delray Beach Air Biscuits,Luiz Gohara,False
2018,24,10,0,Harper Barely Know Her,Antonio Senzatela,False
