year,week,team,opponent,cats_won,cats_lost,cats_tied,H_value,H_result,R_value,R_result,HR_value,HR_result,TB_value,TB_result,RBI_value,RBI_result,BB_value,BB_result,SB_value,SB_result,AVG_value,AVG_result,K_value,K_result,QS_value,QS_result,W_value,W_result,L_value,L_result,SV_value,SV_result,HD_value,HD_result,ERA_value,ERA_result,WHIP_value,WHIP_result
2019,2,Napoli  Headed Hoes,Moooooose-Yeli Bombers,4,10,2,42.0,-1,30.0,-1,7.0,-1,78.0,-1,23.0,-1,18.0,-1,3.0,-1,0.23595506,-1,65.0,-1,5.0,0,5.0,-1,2.0,1,5.0,1,2.0,0,3.19736842,1,1.16447368,1
2019,2,Moooooose-Yeli Bombers,Napoli  Headed Hoes,10,4,2,61.0,1,37.0,1,11.0,1,102.0,1,27.0,1,19.0,1,5.0,1,0.2760181,1,76.0,1,5.0,0,6.0,1,3.0,-1,1.0,-1,2.0,0,5.04672897,-1,1.3317757,-1
2019,2,Betts Against Us,Sale For The Title,3,11,2,46.0,-1,28.0,-1,11.0,1,90.0,-1,29.0,-1,17.0,-1,3.0,-1,0.26589595,-1,77.0,1,4.0,1,4.0,0,2.0,0,1.0,-1,1.0,-1,4.64516129,-1,1.29032258,-1
2019,2,Sale For The Title,Betts Against Us,11,3,2,63.0,1,32.0,1,9.0,-1,109.0,1,43.0,1,19.0,1,6.0,1,0.29716981,1,57.0,-1,3.0,-1,4.0,0,2.0,0,4.0,1,3.0,1,4.12738854,1,1.1656051,1
2019,3,Buck Showalter,Shay Bel-Air GMY's,12,3,1,63.0,1,42.0,1,7.0,-1,102.0,1,26.0,-1,27.0,1,11.0,1,0.30882353,1,93.0,1,5.0,-1,8.0,1,4.0,1,4.0,0,1.0,1,3.51219512,1,1.1097561,1
2019,3,Shay Bel-Air GMY's,Buck Showalter,3,12,1,54.0,-1,30.0,-1,13.0,1,99.0,-1,29.0,1,22.0,-1,10.0,-1,0.25592417,-1,87.0,-1,6.0,1,7.0,-1,5.0,-1,4.0,0,0.0,-1,3.56785714,-1,1.40357143,-1
2019,3,Magic Man,Smokin' Bases,7,8,1,56.0,1,34.0,1,11.0,1,104.0,1,32.0,1,28.0,-1,3.0,1,0.25454545,1,90.0,-1,6.0,-1,4.0,-1,7.0,-1,3.0,-1,0.0,0,4.63432836,-1,1.37686567,-1
2019,3,Smokin' Bases,Magic Man,8,7,1,51.0,-1,33.0,-1,7.0,-1,85.0,-1,24.0,-1,29.0,1,2.0,-1,0.23611111,-1,104.0,1,7.0,1,5.0,1,3.0,1,5.0,1,0.0,0,2.73151751,1,1.02723735,1
2019,3,A Song of  Bryce and Fire,Napoli  Headed Hoes,6,9,1,54.0,1,40.0,1,10.0,-1,92.0,-1,27.0,-1,31.0,1,0.0,-1,0.27272727,1,72.0,1,4.0,-1,3.0,0,6.0,-1,0.0,-1,3.0,1,4.63235294,-1,1.39705882,-1
2019,3,Napoli  Headed Hoes,A Song of  Bryce and Fire,9,6,1,46.0,-1,29.0,-1,12.0,1,97.0,1,35.0,1,16.0,-1,3.0,1,0.22772277,-1,50.0,-1,6.0,1,3.0,0,4.0,1,2.0,1,1.0,-1,3.57831325,1,1.04819277,1
2019,3,Delray Beach Air Biscuits,Betts Against Us,8,7,1,43.0,-1,23.0,-1,8.0,-1,75.0,-1,24.0,-1,8.0,-1,3.0,1,0.2097561,-1,65.0,1,5.0,1,6.0,1,5.0,1,4.0,1,1.0,0,3.81675393,1,1.31937173,1
2019,3,Betts Against Us,Delray Beach Air Biscuits,7,8,1,53.0,1,35.0,1,14.0,1,111.0,1,33.0,1,24.0,1,2.0,-1,0.265,1,64.0,-1,4.0,-1,5.0,-1,7.0,-1,2.0,-1,1.0,0,4.88571429,-1,1.34285714,-1
2019,3,Moooooose-Yeli Bombers,Sale For The Title,13,3,0,62.0,1,36.0,1,16.0,1,125.0,1,46.0,1,37.0,1,1.0,-1,0.28054299,1,81.0,-1,5.0,1,6.0,1,3.0,1,3.0,-1,2.0,1,4.75,1,1.34722222,1
2019,3,Sale For The Title,Moooooose-Yeli Bombers,3,13,0,58.0,-1,31.0,-1,12.0,-1,109.0,-1,31.0,-1,32.0,-1,6.0,1,0.26728111,-1,91.0,1,4.0,-1,1.0,-1,7.0,-1,4.0,1,0.0,-1,4.95652174,-1,1.34782609,-1
2019,4,Shay Bel-Air GMY's,Smokin' Bases,4,12,0,52.0,-1,31.0,-1,5.0,-1,86.0,-1,21.0,-1,30.0,1,3.0,1,0.26666667,1,77.0,-1,6.0,-1,6.0,1,5.0,-1,0.0,-1,1.0,-1,4.26315789,-1,1.2406015,-1
2019,4,Smokin' Bases,Shay Bel-Air GMY's,12,4,0,54.0,1,32.0,1,9.0,1,91.0,1,31.0,1,19.0,-1,2.0,-1,0.25233645,-1,78.0,1,7.0,1,5.0,-1,4.0,1,4.0,1,2.0,1,3.15725806,1,1.13709677,1
2019,4,Napoli  Headed Hoes,Buck Showalter,6,9,1,40.0,-1,27.0,-1,7.0,-1,71.0,-1,19.0,-1,33.0,1,1.0,-1,0.22988506,-1,53.0,-1,6.0,1,7.0,1,0.0,1,2.0,-1,2.0,0,2.75159236,1,1.03184713,1
2019,4,Buck Showalter,Napoli  Headed Hoes,9,6,1,57.0,1,39.0,1,9.0,1,94.0,1,25.0,1,24.0,-1,10.0,1,0.25675676,1,72.0,1,3.0,-1,3.0,-1,7.0,-1,4.0,1,2.0,0,6.10600707,-1,1.48409894,-1
2019,4,Betts Against Us,Magic Man,10,5,1,57.0,1,36.0,1,11.0,1,109.0,1,43.0,1,19.0,0,3.0,-1,0.25909091,-1,92.0,1,5.0,-1,7.0,1,4.0,1,1.0,-1,1.0,1,3.20158103,1,1.11462451,-1
2019,4,Magic Man,Betts Against Us,5,10,1,55.0,-1,31.0,-1,7.0,-1,91.0,-1,33.0,-1,19.0,0,4.0,1,0.26442308,1,91.0,-1,7.0,1,4.0,-1,5.0,-1,4.0,1,0.0,-1,3.41632653,-1,1.08979592,1
2019,4,Sale For The Title,A Song of  Bryce and Fire,6,8,2,66.0,1,26.0,-1,11.0,-1,110.0,1,45.0,-1,17.0,-1,7.0,1,0.30275229,1,65.0,-1,6.0,0,4.0,-1,4.0,0,2.0,1,0.0,-1,3.95454545,1,1.22727273,-1
2019,4,A Song of  Bryce and Fire,Sale For The Title,8,6,2,49.0,-1,36.0,1,13.0,1,107.0,-1,46.0,1,33.0,1,0.0,-1,0.23444976,-1,92.0,1,6.0,0,5.0,1,4.0,0,0.0,-1,1.0,1,4.09727626,-1,1.19066148,1
2019,4,Moooooose-Yeli Bombers,Delray Beach Air Biscuits,7,9,0,58.0,-1,31.0,-1,7.0,-1,93.0,-1,21.0,-1,29.0,1,4.0,1,0.27488152,-1,72.0,-1,5.0,1,8.0,1,2.0,1,2.0,-1,1.0,-1,2.64705882,1,1.08823529,1
2019,4,Delray Beach Air Biscuits,Moooooose-Yeli Bombers,9,7,0,65.0,1,43.0,1,15.0,1,125.0,1,40.0,1,18.0,-1,3.0,-1,0.30373832,1,76.0,1,2.0,-1,2.0,-1,6.0,-1,6.0,1,2.0,1,5.04216867,-1,1.3373494,-1
2019,5,Napoli  Headed Hoes,Shay Bel-Air GMY's,4,12,0,41.0,-1,32.0,-1,13.0,1,87.0,-1,37.0,1,31.0,1,2.0,-1,0.23033708,-1,71.0,-1,4.0,-1,3.0,-1,4.0,-1,2.0,1,0.0,-1,4.08292683,-1,1.28780488,-1
2019,5,Shay Bel-Air GMY's,Napoli  Headed Hoes,12,4,0,59.0,1,37.0,1,5.0,-1,97.0,1,26.0,-1,24.0,-1,5.0,1,0.24789916,1,79.0,1,6.0,1,6.0,1,1.0,1,1.0,-1,1.0,1,3.29577465,1,1.05633803,1
2019,5,Smokin' Bases,Betts Against Us,10,2,4,57.0,1,37.0,1,12.0,1,108.0,1,34.0,0,22.0,1,1.0,0,0.26146789,-1,92.0,1,7.0,1,5.0,0,3.0,1,1.0,-1,1.0,0,3.73170732,1,1.1097561,1
2019,5,Betts Against Us,Smokin' Bases,2,10,4,54.0,-1,28.0,-1,7.0,-1,90.0,-1,34.0,0,17.0,-1,1.0,0,0.27272727,1,76.0,-1,5.0,-1,5.0,0,6.0,-1,4.0,1,1.0,0,4.37837838,-1,1.36679537,-1
2019,5,Buck Showalter,Sale For The Title,6,6,4,50.0,0,29.0,1,10.0,0,89.0,0,24.0,-1,14.0,-1,3.0,-1,0.23584906,-1,61.0,-1,6.0,0,7.0,1,2.0,1,4.0,1,2.0,1,3.42081448,-1,1.05882353,1
2019,5,Sale For The Title,Buck Showalter,6,6,4,50.0,0,22.0,-1,10.0,0,89.0,0,27.0,1,26.0,1,6.0,1,0.24752475,1,84.0,1,6.0,0,6.0,-1,5.0,-1,3.0,-1,0.0,-1,3.3618677,1,1.09727626,-1
2019,5,Magic Man,Moooooose-Yeli Bombers,5,8,3,45.0,-1,27.0,0,7.0,1,85.0,1,23.0,-1,20.0,1,2.0,-1,0.2284264,1,61.0,-1,6.0,0,4.0,0,2.0,1,3.0,-1,0.0,-1,3.6185567,-1,1.31443299,-1
2019,5,Moooooose-Yeli Bombers,Magic Man,8,5,3,48.0,1,27.0,0,4.0,-1,77.0,-1,26.0,1,19.0,-1,3.0,1,0.22018349,-1,91.0,1,6.0,0,4.0,0,4.0,-1,4.0,1,1.0,1,2.89285714,1,1.16666667,1
2019,5,A Song of  Bryce and Fire,Delray Beach Air Biscuits,12,2,2,59.0,1,28.0,0,11.0,1,108.0,1,35.0,0,26.0,1,3.0,-1,0.28780488,1,63.0,1,6.0,1,4.0,1,4.0,1,0.0,-1,2.0,1,3.85714286,1,1.27142857,1
2019,5,Delray Beach Air Biscuits,A Song of  Bryce and Fire,2,12,2,57.0,-1,28.0,0,8.0,-1,92.0,-1,35.0,0,16.0,-1,6.0,1,0.25675676,-1,56.0,-1,3.0,-1,1.0,-1,8.0,-1,4.0,1,0.0,-1,4.56923077,-1,1.29230769,-1
2019,6,Shay Bel-Air GMY's,Betts Against Us,9,5,2,56.0,1,30.0,1,11.0,1,100.0,1,37.0,1,18.0,-1,9.0,1,0.26415094,1,86.0,-1,6.0,-1,6.0,0,1.0,1,1.0,0,0.0,-1,3.564,-1,1.032,1
2019,6,Betts Against Us,Shay Bel-Air GMY's,5,9,2,47.0,-1,28.0,-1,7.0,-1,76.0,-1,24.0,-1,24.0,1,3.0,-1,0.23979592,-1,87.0,1,8.0,1,6.0,0,3.0,-1,1.0,0,1.0,1,2.109375,1,1.1953125,-1
2019,6,Sale For The Title,Napoli  Headed Hoes,14,2,0,79.0,1,45.0,1,16.0,1,145.0,1,45.0,1,18.0,-1,4.0,-1,0.32244898,1,88.0,1,8.0,1,8.0,1,1.0,1,5.0,1,2.0,1,1.74568966,1,0.87931034,1
2019,6,Napoli  Headed Hoes,Sale For The Title,2,14,0,51.0,-1,33.0,-1,13.0,-1,96.0,-1,32.0,-1,27.0,1,5.0,1,0.24285714,-1,79.0,-1,7.0,-1,5.0,-1,6.0,-1,4.0,-1,0.0,-1,4.3507109,-1,1.30805687,-1
2019,6,Moooooose-Yeli Bombers,Smokin' Bases,8,7,1,45.0,-1,26.0,0,5.0,1,69.0,-1,16.0,-1,27.0,1,4.0,1,0.2,-1,82.0,-1,9.0,1,6.0,-1,4.0,1,1.0,1,0.0,-1,2.88929889,1,1.04059041,1
2019,6,Smokin' Bases,Moooooose-Yeli Bombers,7,8,1,49.0,1,26.0,0,4.0,-1,72.0,1,19.0,1,25.0,-1,2.0,-1,0.23004695,1,91.0,1,5.0,-1,8.0,1,5.0,-1,0.0,-1,3.0,1,4.6512605,-1,1.24789916,-1
2019,6,Delray Beach Air Biscuits,Buck Showalter,5,10,1,71.0,1,33.0,1,7.0,-1,102.0,-1,22.0,-1,23.0,-1,5.0,1,0.29957806,1,78.0,-1,5.0,-1,5.0,0,6.0,-1,6.0,1,1.0,-1,3.21428571,-1,1.21428571,-1
2019,6,Buck Showalter,Delray Beach Air Biscuits,10,5,1,62.0,-1,29.0,-1,9.0,1,104.0,1,32.0,1,28.0,1,3.0,-1,0.26839827,-1,97.0,1,9.0,1,5.0,0,5.0,1,1.0,-1,2.0,1,2.50714286,1,1.01785714,1
2019,6,A Song of  Bryce and Fire,Magic Man,4,10,2,48.0,0,37.0,1,12.0,-1,92.0,-1,29.0,-1,33.0,1,1.0,0,0.22748815,-1,67.0,-1,9.0,1,3.0,-1,5.0,-1,1.0,-1,3.0,1,4.25769231,-1,1.28076923,-1
2019,6,Magic Man,A Song of  Bryce and Fire,10,4,2,48.0,0,32.0,-1,15.0,1,100.0,1,36.0,1,24.0,-1,1.0,0,0.22966507,1,87.0,1,8.0,-1,6.0,1,3.0,1,4.0,1,1.0,-1,4.15384615,1,1.23076923,1
2019,7,Sale For The Title,Shay Bel-Air GMY's,2,11,3,54.0,-1,25.0,-1,10.0,-1,97.0,-1,33.0,-1,17.0,-1,5.0,-1,0.24324324,-1,66.0,-1,4.0,-1,4.0,0,3.0,0,2.0,0,1.0,1,3.19211823,1,1.18226601,-1
2019,7,Shay Bel-Air GMY's,Sale For The Title,11,2,3,66.0,1,40.0,1,13.0,1,119.0,1,45.0,1,20.0,1,6.0,1,0.31132075,1,83.0,1,7.0,1,4.0,0,3.0,0,2.0,0,0.0,-1,3.61607143,-1,1.04464286,1
2019,7,Betts Against Us,Moooooose-Yeli Bombers,3,10,3,61.0,0,35.0,-1,14.0,-1,111.0,-1,36.0,-1,21.0,0,5.0,1,0.305,1,78.0,-1,1.0,-1,4.0,-1,8.0,-1,2.0,0,2.0,1,5.81896552,-1,1.71982759,-1
2019,7,Moooooose-Yeli Bombers,Betts Against Us,10,3,3,61.0,0,46.0,1,16.0,1,124.0,1,41.0,1,21.0,0,3.0,-1,0.2760181,-1,85.0,1,8.0,1,9.0,1,2.0,1,2.0,0,0.0,-1,2.28461538,1,1.15384615,1
2019,7,Napoli  Headed Hoes,Delray Beach Air Biscuits,8,8,0,50.0,1,32.0,1,7.0,-1,86.0,1,18.0,-1,27.0,1,4.0,1,0.25125628,1,52.0,-1,2.0,-1,3.0,-1,3.0,-1,5.0,1,1.0,1,4.28275862,-1,1.13793103,-1
2019,7,Delray Beach Air Biscuits,Napoli  Headed Hoes,8,8,0,47.0,-1,31.0,-1,8.0,1,85.0,-1,21.0,1,20.0,-1,2.0,-1,0.24352332,-1,61.0,1,5.0,1,5.0,1,2.0,1,3.0,-1,0.0,-1,2.91477273,1,1.07386364,1
2019,7,Smokin' Bases,A Song of  Bryce and Fire,7,8,1,58.0,1,22.0,-1,10.0,-1,104.0,-1,37.0,1,21.0,-1,0.0,0,0.28019324,1,65.0,-1,6.0,-1,6.0,-1,5.0,1,1.0,1,1.0,-1,2.36842105,1,0.92105263,1
2019,7,A Song of  Bryce and Fire,Smokin' Bases,8,7,1,54.0,-1,30.0,1,15.0,1,113.0,1,32.0,-1,22.0,1,0.0,0,0.24215247,-1,99.0,1,7.0,1,7.0,1,8.0,-1,0.0,-1,2.0,1,3.76530612,-1,1.06122449,-1
2019,7,Buck Showalter,Magic Man,8,6,2,57.0,-1,34.0,1,9.0,1,93.0,-1,28.0,0,28.0,1,3.0,-1,0.285,-1,81.0,1,6.0,1,3.0,-1,7.0,-1,3.0,0,3.0,1,3.18292683,1,1.2195122,1
2019,7,Magic Man,Buck Showalter,6,8,2,65.0,1,32.0,-1,7.0,-1,102.0,1,28.0,0,20.0,-1,9.0,1,0.29147982,1,75.0,-1,4.0,-1,5.0,1,2.0,1,3.0,0,0.0,-1,4.98058252,-1,1.44174757,-1
2019,8,Shay Bel-Air GMY's,Moooooose-Yeli Bombers,3,10,3,60.0,-1,41.0,1,11.0,-1,107.0,-1,35.0,-1,28.0,1,4.0,0,0.25862069,-1,53.0,-1,4.0,-1,3.0,-1,2.0,0,4.0,1,1.0,0,5.51020408,-1,1.40816327,-1
2019,8,Moooooose-Yeli Bombers,Shay Bel-Air GMY's,10,3,3,65.0,1,38.0,-1,15.0,1,122.0,1,39.0,1,14.0,-1,4.0,0,0.29680365,1,92.0,1,9.0,1,8.0,1,2.0,0,1.0,-1,1.0,0,2.63909774,1,1.03759398,1
2019,8,Delray Beach Air Biscuits,Sale For The Title,12,1,3,60.0,1,36.0,1,12.0,-1,107.0,1,34.0,0,26.0,1,1.0,0,0.26666667,1,84.0,1,6.0,1,10.0,1,1.0,1,9.0,1,1.0,0,2.66367713,1,1.03587444,1
2019,8,Sale For The Title,Delray Beach Air Biscuits,1,12,3,54.0,-1,30.0,-1,13.0,1,103.0,-1,34.0,0,14.0,-1,1.0,0,0.25352113,-1,61.0,-1,5.0,-1,2.0,-1,3.0,-1,2.0,-1,1.0,0,4.0,-1,1.14285714,-1
2019,8,A Song of  Bryce and Fire,Betts Against Us,10,5,1,68.0,-1,47.0,1,18.0,1,136.0,1,47.0,1,23.0,1,4.0,-1,0.30493274,1,99.0,1,5.0,-1,3.0,-1,4.0,0,1.0,-1,4.0,1,3.888,1,1.176,1
2019,8,Betts Against Us,A Song of  Bryce and Fire,5,10,1,70.0,1,42.0,-1,14.0,-1,130.0,-1,38.0,-1,20.0,-1,7.0,1,0.30042918,-1,78.0,-1,7.0,1,6.0,1,4.0,0,2.0,1,1.0,-1,3.92116183,-1,1.4439834,-1
2019,8,Magic Man,Napoli  Headed Hoes,7,8,1,64.0,1,37.0,1,7.0,-1,101.0,-1,31.0,1,27.0,-1,1.0,-1,0.29906542,1,61.0,-1,7.0,1,4.0,0,4.0,1,2.0,-1,1.0,1,4.97368421,-1,1.44736842,-1
2019,8,Napoli  Headed Hoes,Magic Man,8,7,1,62.0,-1,35.0,-1,13.0,1,108.0,1,28.0,-1,28.0,1,7.0,1,0.28181818,-1,64.0,1,5.0,-1,4.0,0,5.0,-1,4.0,1,0.0,-1,4.70769231,1,1.36923077,1
2019,8,Buck Showalter,Smokin' Bases,7,8,1,59.0,-1,35.0,-1,10.0,-1,104.0,-1,29.0,-1,27.0,1,1.0,0,0.29207921,-1,88.0,1,8.0,1,5.0,1,3.0,1,0.0,-1,2.0,-1,3.36226415,1,1.18867925,1
2019,8,Smokin' Bases,Buck Showalter,8,7,1,69.0,1,45.0,1,15.0,1,133.0,1,39.0,1,25.0,-1,1.0,0,0.31651376,1,85.0,-1,5.0,-1,4.0,-1,5.0,-1,3.0,1,3.0,1,4.67491166,-1,1.35689046,-1
2019,9,Delray Beach Air Biscuits,Shay Bel-Air GMY's,7,9,0,68.0,1,32.0,1,12.0,1,118.0,1,37.0,1,19.0,1,4.0,-1,0.29059829,-1,56.0,-1,1.0,-1,3.0,-1,6.0,-1,6.0,1,3.0,-1,7.47169811,-1,1.83018868,-1
2019,9,Shay Bel-Air GMY's,Delray Beach Air Biscuits,9,7,0,67.0,-1,29.0,-1,9.0,-1,116.0,-1,28.0,-1,18.0,-1,7.0,1,0.30733945,1,69.0,1,4.0,1,4.0,1,3.0,1,1.0,-1,5.0,1,4.1635514,1,1.30373832,1
2019,9,Moooooose-Yeli Bombers,A Song of  Bryce and Fire,8,8,0,66.0,-1,42.0,1,13.0,-1,123.0,-1,44.0,-1,20.0,1,5.0,1,0.28571429,-1,77.0,-1,10.0,1,7.0,1,5.0,-1,3.0,1,0.0,-1,2.86363636,1,1.0,1
2019,9,A Song of  Bryce and Fire,Moooooose-Yeli Bombers,8,8,0,67.0,1,29.0,-1,14.0,1,130.0,1,45.0,1,17.0,-1,0.0,-1,0.30044843,1,108.0,1,9.0,-1,5.0,-1,4.0,1,0.0,-1,5.0,1,3.70746269,-1,1.21791045,-1
2019,9,Sale For The Title,Magic Man,10,5,1,50.0,-1,30.0,1,6.0,0,80.0,-1,28.0,-1,23.0,1,3.0,1,0.25,-1,119.0,1,10.0,1,8.0,1,1.0,1,1.0,-1,1.0,1,2.61591696,1,1.0899654,1
2019,9,Magic Man,Sale For The Title,5,10,1,60.0,1,29.0,-1,6.0,0,95.0,1,29.0,1,20.0,-1,2.0,-1,0.29268293,1,99.0,-1,9.0,-1,4.0,-1,8.0,-1,5.0,1,0.0,-1,4.00990099,-1,1.15841584,-1
2019,9,Betts Against Us,Buck Showalter,5,9,2,62.0,1,27.0,0,9.0,-1,97.0,1,28.0,1,17.0,-1,4.0,-1,0.28054299,1,90.0,0,4.0,-1,4.0,-1,9.0,-1,2.0,-1,3.0,1,5.16796875,-1,1.359375,-1
2019,9,Buck Showalter,Betts Against Us,9,5,2,49.0,-1,27.0,0,10.0,1,87.0,-1,26.0,-1,23.0,1,5.0,1,0.24137931,-1,90.0,0,8.0,1,7.0,1,4.0,1,4.0,1,2.0,-1,5.10810811,1,1.28571429,1
2019,9,Napoli  Headed Hoes,Smokin' Bases,9,5,2,67.0,1,46.0,0,11.0,-1,119.0,1,38.0,1,20.0,-1,2.0,1,0.31455399,1,68.0,-1,4.0,0,2.0,-1,3.0,1,7.0,1,1.0,-1,4.30851064,1,1.30851064,1
2019,9,Smokin' Bases,Napoli  Headed Hoes,5,9,2,62.0,-1,46.0,0,12.0,1,112.0,-1,37.0,-1,29.0,1,1.0,-1,0.27678571,-1,75.0,1,4.0,0,5.0,1,6.0,-1,2.0,-1,4.0,1,4.5,-1,1.38888889,-1
2019,10,Shay Bel-Air GMY's,A Song of  Bryce and Fire,13,2,1,57.0,1,29.0,-1,11.0,1,103.0,1,28.0,1,24.0,1,6.0,1,0.26146789,1,63.0,1,6.0,1,4.0,0,4.0,1,4.0,1,0.0,-1,2.62702703,1,0.98918919,1
2019,10,A Song of  Bryce and Fire,Shay Bel-Air GMY's,2,13,1,52.0,-1,31.0,1,6.0,-1,82.0,-1,20.0,-1,12.0,-1,2.0,-1,0.23318386,-1,62.0,-1,3.0,-1,4.0,0,7.0,-1,0.0,-1,1.0,1,6.82258065,-1,1.64516129,-1
2019,10,Magic Man,Delray Beach Air Biscuits,11,1,4,58.0,1,32.0,1,10.0,1,105.0,1,36.0,1,20.0,0,5.0,0,0.27358491,1,70.0,1,8.0,1,6.0,1,4.0,-1,3.0,0,0.0,0,2.56034483,1,1.09913793,1
2019,10,Delray Beach Air Biscuits,Magic Man,1,11,4,52.0,-1,28.0,-1,6.0,-1,89.0,-1,30.0,-1,20.0,0,5.0,0,0.25870647,-1,68.0,-1,2.0,-1,4.0,-1,2.0,1,3.0,0,0.0,0,4.18965517,-1,1.31034483,-1
2019,10,Buck Showalter,Moooooose-Yeli Bombers,5,11,0,48.0,-1,30.0,-1,9.0,-1,91.0,-1,27.0,-1,15.0,-1,2.0,-1,0.25263158,-1,93.0,1,9.0,1,8.0,1,6.0,-1,4.0,1,0.0,-1,3.88715953,1,1.15564202,-1
2019,10,Moooooose-Yeli Bombers,Buck Showalter,11,5,0,68.0,1,35.0,1,13.0,1,119.0,1,39.0,1,17.0,1,5.0,1,0.30909091,1,57.0,-1,6.0,-1,4.0,-1,4.0,1,1.0,-1,1.0,1,3.97894737,-1,1.04210526,1
